,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,=+num,=-num,num%,=+num%,=-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags
294,$QQQ,,0,"[3pm,24pm)",0,0,,-0.541,stocktwits,"['SELL signal by $NDX internals', 'technical SELL']",for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~&gt; technical SELL $QQQ [06/25] ~&gt; DOWN,0,for to follow: after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,for to follow: after a sell signal by $NDX intern [06/23] ~> technic sell $QQQ [06/25] ~> down,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.572001938,0.008373123,-0.156321362,0.055555556,0.5,0.25,0.125,0,0.4,0,5.536137097,7.104298121,7.184148891,7.184148891,3,0
295,$X,,0,"[9am,3pm)",0,0,,0.144,stocktwits,['$X +2.27%'],"$CAT +5.10%, $RIO +4.54%, $FCX +3.53%, $FXI +2.93%, $BHP +3.04%, $YHOO +2.61%, $X +2.27%, $SLW +1.68%, $HAL +1.49%, $MCP +1.56% $NFLX +1.42%",0,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,-0.237492215,0,-0.162826102,0,0.086956522,0,,,0,0,,,,,0,0
296,$AMZN,,0,"[3pm,24pm)",0,0,,0.418,stocktwits,['RSI is down at 20'],"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",0,$amzn 4 period RSI is down at 20 just read Connors book on trading strategies,$amzn 4 period rsi is down at 20 just read connor book on trade strategi,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.600581275,0.037160058,-0.19244343,0.133333333,0.733333333,0.25,0.125,-0.125,0.333333333,0.111111111,5.547746194,7.406440997,7.589613999,7.589613999,1,0
297,$CF,,0,"[9am,3pm)",0,0,,0.315,stocktwits,[''],Published $CF estimate on Estimize: +0.71 EPS and +66.70M Revs compared to Wall Street&#39;s consensus. http://stks.co/ck6f,0,Published $CF estimate on Estimize: +0.71 EPS and +6.70M Revs compared to Wall Stret's consensus _url,publish $CF estim on estimize: +0.71 ep and +6.70m rev compar to wall stret' consensu _url,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.467510899,0.080617258,-0.181786728,0.1875,0.4375,-0.375,0,-0.25,0,0.333333333,5.717217266,7.498062975,7.589613999,7.589613999,1,0
298,$IFON,,0,"[9am,3pm)",0,0,Bullish,0.38,stocktwits,"[""Buy the dip'""]","Never told this before, but the situation is &quot;Buy the dip&quot;: $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.333333333,Never told this before but the situation is Buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,never told thi befor but the situat is buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-0.728946094,0.007681129,-0.201439347,0.047619048,0.428571429,0,0.5,-0.625,0.4,0.2,4.779819973,6.147917658,6.203319638,6.203319638,0,0
299,$SOX,,0,"[3pm,24pm)",0,1,,0.308,stocktwits,['Equity indexes working on a positive engulfing for March'],Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,0,Equity indexes working on a positive engulfing for March $SML $RUT $IWC $SMH $SOX Smal-caps / semis with a fakeout before the out .,equiti index work on a posit engulf for march $SML $RUT $IWC $SMH $SOX smal-cap / semi with a fakeout befor the out .,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.4,0.4,0,0.041666667,0,0.041666667,0,0,0,-0.015500657,0.184693101,-0.167531659,0.25,0.333333333,0.625,0.625,0,0.142857143,0,5.387160072,7.019316616,7.184148891,7.184148891,0,0
300,$BRENT,,0,"[3pm,24pm)",0,0,,-0.369,stocktwits,"['Oil slid to a four-year low after', '#OPEC kept its oil production unchange']","$Oil slid to a four-year low after #OPEC kept its oil production unchanged 
http://stks.co/a1IX4 $USO $WTI $Brent",0,$Oil slid to a four-year low after #OPEC kept its oil production unchanged _url $USO $WTI $Brent,$Oil slid to a four-year low after #opec kept it oil product unchang _url $USO $WTI $Brent,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-0.202477337,0.080617258,-0.141512698,0.176470588,0.411764706,-1,0,-0.625,0,0.5,5.58681732,7.469454377,7.589613999,7.589613999,1,1
301,$NVDA,,0,"[9am,3pm)",0,0,,0,stocktwits,['sideways'],$NVDA sideways,0,$NVDA sideways,$NVDA sideway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.065393398,0,-0.065393398,0,0.5,0,,,0,0,7.589613999,,,,0,0
302,$EL,,0,"[3pm,24pm)",0,1,,0.242,stocktwits,"['green, lol... make-up to cover ugliness']","&quot;@BeckyHiu: $RDEN $EL green, lol... make-up to cover ugliness #ftw http://stks.co/b0Q2Q&quot; &lt;-- RS yesterday BOOM today",0,$RDEN $EL green lol make-up to cover ugliness #ftw _url <-- RS yesterday BOOM today,$RDEN $EL green lol make-up to cover ugli #ftw _url <-- RS yesterday boom today,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6,0.6,0,0.066666667,0,0.066666667,0.066666667,0,0,-0.171060826,0.141789496,-0.26302678,0.4,0.266666667,0,0.125,-0.125,0.142857143,0.142857143,5.21533818,7.463587239,7.589613999,7.589613999,2,1
303,$APPL,,0,"[0am,9am)",0,0,,0.559,stocktwits,"['profitable hard and software', 'product innovator']","@mccartjt $AMZN P/E 91.50 with negative P&amp;L on hardware,  $APPL P/E 14.50 profitable hard and software, product innovator.",0.166666667,$AMZN P/E 91.50 with negative P&L on hardware $APPL P/E 14.50 profitable hard and software product innovator .,$AMZN p/e 91.50 with neg p&l on hardwar $APPL p/e 14.50 profit hard and softwar product innov .,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,-0.6,0,-0.4,0,0.111111111,0,0.111111111,0,0,-0.033769289,0.120476092,-0.075911702,0.277777778,0.277777778,-1.375,0.25,-0.875,0.142857143,0.285714286,5.785924432,7.184148891,7.184148891,7.184148891,0,0
304,$BAC,,0,"[9am,3pm)",0,0,,-0.312,stocktwits,['sold my 81 calls'],$AAPL sold my 81 calls for 3.10 from .53 cents averaged ...aapl is a saver for my $bac last week losses,0,$AAPL sold my 81 calls for 3.10 from .53 cents averaged pl is a saver for my $bac last week losses,$AAPL sold my 81 call for 3.10 from .53 cent averag pl is a saver for my $bac last week loss,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,-1.212649644,0.024565774,-0.26302678,0.19047619,0.666666667,-1.25,0.125,-0.625,0.111111111,0.444444444,6.023304703,7.284137848,7.589613999,7.589613999,0,0
305,$AAPL,1,0.016666667,"[3pm,24pm)",0,0,,-0.105,stocktwits,"['at resistance right here', 'sold my shares']",$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,0.333333333,$AAPL at resistance right here old my shares il buy back if it dips or if it goes in the 128 gap zone,$AAPL at resist right here old my share il buy back if it dip or if it go in the 128 gap zone,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.043478261,0,0.043478261,0.043478261,0,0,-1.316241091,0.111618573,-0.201439347,0.130434783,0.869565217,-0.25,0.375,-0.75,0.181818182,0.090909091,5.422763633,7.692794019,7.589613999,7.589613999,0,0
306,$CELG,,0,"[9am,3pm)",0,0,,0.171,stocktwits,['Holding'],"Plan for rest of week - Holding $CELG $RIMM with stops, accumulating more $BSMX on any pullback..",0,Plan for rest of week - Holding $CELG $RIMM with stops accumulating more $BSMX on any pulback ..,plan for rest of week - hold $CELG $RIMM with stop accumul more $BSMX on ani pulback,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-0.2,0,-0.2,0,0.058823529,0,0,0,0,-0.22282195,0.029963324,-0.10649782,0.176470588,0.529411765,0,0,0,0,0,5.137406015,7.112228373,7.184148891,7.184148891,0,0
307,$TSLA,,0,"[3pm,24pm)",0,0,,0.206,stocktwits,"[""finally broke free from big brother's shadow?""]",$SCTY finally broke free from big brother&#39;s shadow? $TSLA,0,$SCTY finally broke free from big brother's shadow? $TSLA,$SCTY final broke free from big brother' shadow? $TSLA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.2,0.2,-0.2,0.222222222,0.111111111,0.111111111,0.111111111,0,0,0.033146495,0.083246834,-0.034115286,0.222222222,0.333333333,0.625,0.375,0,0.75,0,6.181515326,7.522036481,7.589613999,7.589613999,0,0
308,$UNXL,,0,"[3pm,24pm)",0,0,Bullish,0.478,stocktwits,"['I like this Ascending Triangle', 'Breakout coming Monday', 'Looks promising']",&quot;@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3G&quot;Looks promising.,0,$UNXL I like this Ascending Triangle on the 30-minute chart Breakout coming Monday! _url promising .,$UNXL I like thi ascend triangl on the 30-minut chart breakout come monday! _url promis .,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0.4,0,0.0625,0,0.125,0,0,0,-0.301224829,0.080617258,-0.082001246,0.25,0.4375,0,0,0,0,0,4.92750613,7.138969653,7.506314842,7.589613999,0,0
309,$KRE,0,0.016666667,"[9am,3pm)",0,0,,-0.381,stocktwits,['out of $KRE'],@taddpole out of $KRE 27.76 (0.11 gain),0,out of $KRE 27.76 (0.1 gain ),out of $KRE 27.76 (0.1 gain ),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.142857143,0,0.142857143,0,0,0,-0.092035153,0.111895371,-0.144972666,0.142857143,0.428571429,0,0,0,0,0,4.378562626,6.963232515,7.589613999,,0,0
310,$CRK,,0,"[3pm,24pm)",0,0,,0.668,stocktwits,"['time to accumulate for a long position', 'far more upside than downside']",$CRK time to accumulate for a long position with far more upside than downside,0.166666667,$CRK time to accumulate for a long position with far more upside than downside,$CRK time to accumul for a long posit with far more upsid than downsid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.071428571,0,0.071428571,0,0,-0.442945125,0.024565774,-0.102069061,0.214285714,0.714285714,0.125,0.125,0,0.142857143,0,4.89185995,7.242424453,7.508520977,7.54456232,0,0
311,$XLY,,0,"[9am,3pm)",0,0,,0.025,stocktwits,['No edge offered'],$XLP $XLF $XLY $XLE $XLU $XLI Heavy volume alert. 50:50 split in defensive and cyclical sectors. No edge offered,0,$XLP $XLF $XLY $XLE $XLU $XLI Heavy volume alert 50:50 split in defensive and cyclical sectors No edge offered,$XLP $XLF $XLY $XLE $XLU $XLI heavi volum alert 50:50 split in defens and cyclic sector No edg offer,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-0.4,0,-0.2,0,0.105263158,0,0.105263158,0,0,-0.434295204,0.015569857,-0.181925126,0.157894737,0.368421053,0,0,0,0,0,5.745627979,6.896466818,6.896466818,6.896466818,0,0
312,$AGN,1,0.016666667,"[3pm,24pm)",0,0,,0.448,stocktwits,['Found some good bull setups this week'],Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --&gt; Let&#39;s see if mkt helps out,0.166666667,Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> let us see if mkt helps out,found some good bull setup thi week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> let u see if mkt help out,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0.6,0,0.074074074,0,0.037037037,0,0,0,-0.510552903,0.046294374,-0.127396028,0.111111111,0.333333333,0.75,0.75,0,0.142857143,0,4.986176426,6.329633197,6.435587018,6.476988012,0,0
313,$AMZN,,0,"[9am,3pm)",0,0,,0.528,stocktwits,['Sets Up for Breakout'],Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,0,Nasdaq Sets Up for Breakout Part II | via _url $GOOG $AMZN $QCOM,nasdaq set Up for breakout part II | via _url $GOOG $AMZN $QCOM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.1630337,0.080617258,-0.090443568,0.153846154,0.461538462,0,0,0,0,0,5.151739662,6.860365495,7.184148891,7.184148891,1,0
314,$LPSN,,0,"[9am,3pm)",0,0,,0,stocktwits,['Something big is gonna happen here'],$LPSN   Something big is gonna happen here... too much pre market trading going on...Keep EYES open.,0,$LPSN Something big is going to happen here too much pre market trading going on ep EYES open .,$LPSN someth big is go to happen here too much pre market trade go on ep eye open .,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.052631579,0,0,0,0,0,-0.701404747,0.094733928,-0.19244343,0.210526316,0.736842105,0.375,0.25,-0.125,0.25,0.083333333,5.592111265,7.307087189,7.52852795,7.589613999,1,0
315,$YANG,,0,"[3pm,24pm)",0,0,Bullish,0.23,stocktwits,['Double bottom 5.2'],$YANG Double bottom 5.2,0,$YANG Double bottom 5.2,$YANG doubl bottom 5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.058265864,0.049892741,-0.108158605,0.25,0.25,-0.125,0,-0.125,0,0.5,5.686282754,6.49100171,,,0,0
316,$HZNP,,0,"[3pm,24pm)",0,0,,-0.274,stocktwits,['lets see one more dip'],$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,0,$HZNP haven seen vol like this since the runup let us see one more dip to 2.0x,$HZNP haven seen vol like thi sinc the runup let u see one more dip to 2.0x,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.058823529,0,0.058823529,0,0,0,-0.385440454,0.312296727,-0.112448965,0.117647059,0.705882353,0,0,0,0,0,5.075326816,7.228226466,7.465811083,7.589613999,0,0
317,$VXX,,0,"[3pm,24pm)",0,0,,0.219,stocktwits,"['consistent gains but small', 'one of my favorite trade']","$SPY and $VXX pair trade is one of my favorite trade, consistent gains but small",0,$SPY and $VXX pair trade is one of my favorite trade consistent gains but small,$SPY and $VXX pair trade is one of my favorit trade consist gain but small,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8,0.4,0,0.133333333,0,0.2,0,0,0,-0.701958342,0.130164002,-0.178188361,0.2,0.733333333,0.25,0.25,-0.375,0.5,0.125,5.330897942,7.051064275,7.184148891,7.184148891,0,0
318,$PRLB,,0,"[9am,3pm)",0,0,,0.394,stocktwits,"['hanging tough in down market due to analyst upgrades', 'Up almost 3%']",$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,0,$PRLB hanging tough in down market due to analyst upgrades last week Up almost 3 %.,$PRLB hang tough in down market due to analyst upgrad last week Up almost 3 %.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0625,0,0,0,-0.830115563,0,-0.359075497,0,0.875,-1,0,-0.75,0,0.2,5.065168408,7.32477618,7.589613999,7.589613999,0,0
319,$KOL,1,0.016666667,"[3pm,24pm)",0,1,Bullish,0.362,stocktwits,"['Coal stocks are poking their head up', 'very nice weekly candle']",Coal stocks are poking their head up. Here&#39;s what I was looking at earlier this week http://stks.co/a0o8d very nice weekly candle $KOL,0.166666667,Coal stocks are poking their head up Here's what I was looking at earlier this week _url very nice weekly candle $KOL,coal stock are poke their head up here' what I wa look at earlier thi week _url veri nice weekli candl $KOL,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.045454545,0,0.045454545,0,0,0,-0.690678846,0.22939589,-0.208636081,0.136363636,0.727272727,1,0.875,-0.125,0.230769231,0.076923077,4.861664977,7.35670764,7.56708816,7.589613999,0,0
320,$TBT,,0,"[9am,3pm)",0,0,,0.581,stocktwits,['Still holding'],@sssc Still holding my $TBT for next year.,0,Still holding my $TBT for next year .,still hold my $TBT for next year .,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.253615667,0.000484396,-0.098055498,0.125,0.75,-0.125,0,-0.125,0,0.25,4.453212012,7.011539647,7.589613999,7.589613999,0,0
321,$SPY,,0,"[3pm,24pm)",0,0,,0.421,stocktwits,"['is exceptionally bullish for Romney, the mkt, and the economy.']","IMO, Fed stimulus of any kind cud not be defended by Obama, thus is exceptionally bullish for Romney, the mkt, and the economy. #FED $spy",0,IMO Fed stimulus of any kind could not be defended by Obama thus is exceptionally bullish for Romney the mkt and the economy #FED $spy,imo fed stimulu of ani kind could not be defend by obama thu is except bullish for romney the mkt and the economi #fed $spy,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.04,0,0.08,0,0,0,-1.488132309,0.064424607,-0.178188361,0.12,0.8,0.125,0.5,-0.625,0.25,0.083333333,5.567038311,7.415185174,7.589613999,7.589613999,2,1
322,$CAT,,0,"[9am,3pm)",0,0,,0.586,stocktwits,"['posts 60 percent jump in 4Q profit', 'steep global sales increase', 'tops Wall St. view']","AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view &gt; $CAT",0,AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase tops Wall St view > $CAT,ap: caterpillar post 60 percent jump in 4Q profit on steep global sale increas top wall St view > $CAT,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0.4,0,0.1,0,0.05,0.05,0,0,-0.636841741,0.104283441,-0.244619749,0.2,0.65,-0.125,0.375,-0.375,0.083333333,0.166666667,6.35099938,7.51637318,7.589613999,7.589613999,1,0
323,$BTU,,0,"[3pm,24pm)",0,0,Bullish,0.437,stocktwits,['Loving BTU and the coal stocks in here'],$BTU http://stks.co/404b Loving BTU and the coal stocks in here.  Even WLT too,0,$BTU _url Loving BTU and the coal stocks in here Even WLT too,$BTU _url love btu and the coal stock in here even wlt too,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.076923077,0,0.076923077,0,0,0,-0.291536918,0.181233133,-0.208636081,0.230769231,0.461538462,0,0.125,-0.125,0.166666667,0.166666667,4.864606316,7.306567153,7.589613999,7.589613999,2,0
324,$VXX,,0,"[3pm,24pm)",0,0,,0,stocktwits,"['watching paint dry', 'low volatility']","What&#39;s more exciting, this market or watching paint dry? $SPY. Typical of the $VXX 20-23 range market w/low volatility",0,what is more exciting this market or watching paint dry? $SPY Typical of the $VXX 20-23 range market w/low volatility,what is more excit thi market or watch paint dry? $SPY typic of the $VXX 20-23 rang market w/low volatil,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.6,0.6,0,0.05,0,0.05,0.05,0,0,-0.611376375,0.040481628,-0.120752889,0.15,0.6,0.125,0.125,-0.125,0.222222222,0.111111111,5.489080595,7.275211629,7.589613999,7.589613999,0,0
325,$AAPL,1,0.016666667,"[3pm,24pm)",0,0,,0.198,stocktwits,['Fundamentally nothing has changed'],$AAPL 7. Fundamentally nothing has changed and this company will make more profit than others whether the stock price is 200 or 800,0.5,$AAPL 7 Fundamentally nothing has changed and this company will make more profit than others whether the stock price is 200 or 800,$AAPL 7 fundament noth ha chang and thi compani will make more profit than other whether the stock price is 200 or 800,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.258944018,0.024565774,-0.133623971,0.086956522,0.913043478,0.375,0.25,0,0.2,0,5.066004776,7.272047055,7.56576311,7.589613999,0,0
326,$EEM,,0,"[3pm,24pm)",0,1,,-0.325,stocktwits,['Stares Into the Abyss'],NEW POST: &quot;China Stares Into the Abyss&quot; http://stks.co/Rar $EEM $FXI,0,NEW POST: China Stares Into the Abyss _url $EEM $FXI,new post: china stare into the abyss _url $EEM $FXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0.081655249,0.176665975,-0.070237354,0.2,0.4,0.375,0.375,0,0.25,0,4.951220844,7.002932987,7.184148891,7.184148891,2,0
327,$NOK,,0,"[0am,9am)",0,0,,0.283,stocktwits,['Smartphone Wars Wound Samsung'],$NOK Smartphone Wars Wound Samsung as Nokia Rallies: Chart of the Day http://stks.co/g0tcW,0,$NOK Smartphone Wars Wound Samsung as Nokia Rallies: Chart of the Day _url,$NOK smartphon war wound samsung a nokia rallies: chart of the day _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.076923077,0,0,-0.451318248,0.073420525,-0.122136876,0.076923077,0.692307692,0,0,0,0,0,5.485341845,7.078586158,7.549067488,7.589613999,0,0
328,$AAPL,,0,"[3pm,24pm)",0,0,,0.252,stocktwits,"['where the growth is', 'not a High P.E. stock']",@herbgreenberg $aapl  How much are you short?  It is not a High P.E. stock and CHINA is where the growth is. Pay attention HERBIE,0,$aapl How much are you short? It is not a High P stock and CHINA is where the growth is Pay attention HERBIE,$aapl how much are you short? It is not a high P stock and china is where the growth is pay attent herbi,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2,0.4,-0.2,0.043478261,0.043478261,0,0,0,0,-1.532489101,0.015569857,-0.25430766,0.086956522,0.869565217,-0.25,0.125,-0.625,0.307692308,0.153846154,5.049072795,7.285731112,7.528579983,7.589613999,2,0
329,$AXDX,,0,"[0am,9am)",0,0,,-0.334,stocktwits,"['took my proprietary profit exit', ""didn't like the option liquidity"", 'ousy spreads']","$AXDX I got bored, and took my proprietary profit exit. I didn&#39;t like the option liquidity and lousy spreads.",0,$AXDX I got bored and took my proprietary profit exit I did not like the option liquidity and lousy spreads .,$AXDX I got bore and took my proprietari profit exit I did not like the option liquid and lousi spread .,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11E-16,0.4,-0.4,0.047619048,0.047619048,0.047619048,0.142857143,0,0,-0.978133001,0.120476092,-0.364611446,0.19047619,0.619047619,-1.5,0.125,-0.75,0.083333333,0.25,6.005897327,7.428706574,7.562582992,7.589613999,0,0
330,$AAPL,,0,"[3pm,24pm)",0,0,,0.279,stocktwits,['has gained an average of 0.9% a week for the last nine years'],$AAPL has gained an average of 0.9% a week for the last nine years. $$,0,$AAPL has gained an average of 0.9% a week for the last nine years $$,$AAPL ha gain an averag of 0.9% a week for the last nine year $$,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4,0.4,0,0.066666667,0,0.066666667,0,0,0,-0.575600304,0.006435541,-0.146910248,0.066666667,0.866666667,0,0.25,-0.25,0.166666667,0.166666667,4.93712035,7.14245012,7.589613999,7.589613999,0,0
331,$GWR,,0,"[3pm,24pm)",0,0,,0.041,stocktwits,['eyeing $RA w take-over interest'],Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,0,Rival companies $GWR and WATCO eyeing $RA with take-over interest _url,rival compani $GWR and watco eye $RA with take-ov interest _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0.2,0,0.090909091,0,0,0.090909091,0,0,-0.389038821,0.015569857,-0.155075773,0.181818182,0.363636364,0.125,0.125,0,0.333333333,0,5.233955649,7.589613999,7.589613999,7.589613999,1,0
