,index,cashtag,created_at,official_account,sentiment,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,=+num,=-num,=+num%,=-num%,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,only_number,call_+num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags,sentiment score
158,393,$NOK,2,0,0,stocktwits,new HOD,$NOK new HOD 7.9x,0,$NOK new HOD 7.9x,$NOK new hod 7.9x,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.053075912,0.053075912,0,0.25,0,0.375,0.375,0,0.5,0,5.101247128,7.184148891,0,0,1,0,0.432
159,237,$ENSG,2,0,0,stocktwits,"Unloaded $16,673 Worth of The Ensign Group, Inc. (NASDAQ:ENSG) Shares","$ENSG Barry Port Unloaded $16,673 Worth of The Ensign Group, Inc. (NASDAQ:ENSG) Shares http://stks.co/i2Rm4",0,"$ENSG Bary Port Unloaded $16,673 Worth of The Ensign Group Inc (NASDAQ:ENSG) Shares _url","$ENSG bari port unload $16,673 worth of the ensign group inc (nasdaq:ensg) share _url",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6,0.4,0,0.142857143,0,0.071428571,0,-0.141581897,0.067469379,-0.089751574,0.214285714,0.357142857,0,0,0,0,0,5.866497076,7.319724128,7.589613999,7.589613999,2,0,-0.46
160,758,$GDX,2,0,0,stocktwits,Bears Take a Clear Near Term Advantage,Crude Oil Bears Take a Clear Near Term Advantage &gt; http://stks.co/1bfD $USO $GLD $GDX $SPY,0,Crude Oil Bears Take a Clear Near Term Advantage > _url $USO $GLD $GDX $SPY,crude oil bear take a clear near term advantag > _url $USO $GLD $GDX $SPY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6,0.4,0,0.133333333,0,0.133333333,0.066666667,-0.335686112,0.104283441,-0.113279358,0.2,0.533333333,1,0.625,-0.125,0.285714286,0.142857143,5.502528314,6.84578368,6.896466818,6.896466818,0,0,-0.501
161,540,$USO,2,0,-1,stocktwits,Brent back below 49,"$USO Brent back below 49, what&#39;s WTI doing above 45? hahaha, yes, it will go 44&#39;s again very soon.",0,$USO Brent back below 49 what is WTI doing above 45? hahaha yes it will go 4's again very soon .,$USO brent back below 49 what is wti do abov 45? hahaha ye it will go 4' again veri soon .,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.8,0.6,0,0.095238095,0,0,0,-0.797245865,0.025257768,-0.114386548,0.047619048,0.761904762,0.25,0.25,-0.125,0.222222222,0.111111111,5.485115733,7.396922549,7.589613999,7.589613999,1,0,-0.353
162,409,$UNG,2,0,0,stocktwits,down 5.43 %,$ung down 5.43 % - megaphone on watch,0,$ung down 5.43 % - megaphone on watch,$ung down 5.43 % - megaphon on watch,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.372430974,0,-0.162826102,0,0.75,-0.125,0,-0.125,0,0.333333333,4.908381749,7.223409903,7.589613999,7.589613999,0,0,-0.392
163,679,$XLNX,1,0,0,stocktwits,Moved Upper Bollinger Band,Moved Upper Bollinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX http://stks.co/i1M5f,0,Moved Upper Bolinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,move upper boling band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,-0.062902221,0.015708255,-0.073143727,0.0625,0.125,0.375,0.375,0,0.333333333,0,5.222680153,6.203319638,6.203319638,6.203319638,0,0,0.498
164,49,$RDEN,2,1,0,stocktwits,Very tight price,$RDEN  Very tight price for 3 consecutive weeks.,0.166666667,$RDEN Very tight price for 3 consecutive weeks .,$RDEN veri tight price for 3 consecut week .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.310151547,0,-0.094041935,0,0.888888889,-0.375,0,-0.375,0,0.2,5.505743519,7.450984563,7.589613999,7.589613999,0,0,0
165,339,$S,2,1,0,stocktwits,"CFO Sees Profitability From', 'Cash Flow Positive From",$S Sprint CFO Sees Profitability From Lightsquared Upon GPS Clearance; Network Vision Cash Flow Positive From 2014,0,$S Sprint CFO Sees Profitability From Lightsquared Upon GPS Clearance Network Vision Cash Flow Positive From 2014,$S sprint cfo see profit from lightsquar upon gp clearanc network vision cash flow posit from 2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0.4,0,0.117647059,0,0.058823529,0,-0.306899177,0.184693101,-0.117154522,0.176470588,0.588235294,0.75,0.75,0,0.090909091,0,7.130301348,7.560652206,7.589613999,7.589613999,2,0,0.211
166,1427,$PCLN,2,-1,0,twitter,short,$V $PCLN CNBC A Up'd both... short   lololol   @KeyTrader1 @CamilleHurn @WartenbergHans @TradersCom @JohnConaway @ultrashort1 @TheDayTradr,-1,$V $PCLN CNBC A Up'd both short lololol,$V $PCLN cnbc A up'd both short lololol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.95003806,0,-0.733444052,0,0.625,0,0,0,0,0,5.614076227,7.589613999,7.589613999,7.589613999,1,0,-0.377
167,628,$AAPL,2,0,0,stocktwits,"Stream too bullish', 'you are going against the biggest BILLIONS","$AAPL so when you post &quot; Stream too bullish, Im so brave, look at me Im short&quot;.. you are going against the biggest BILLIONS $$ BB in history",0.5,$AAPL so when you post Stream too bullish I am so brave look at me I am short you are going against the biggest BILLIONS $$BB in history,$AAPL so when you post stream too bullish I am so brave look at me I am short you are go against the biggest billion $$BB in histori,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4,0.4,0,0.035714286,0,0.071428571,0,-1.575392706,0,-0.101515466,0,0.928571429,1.125,0.5,-0.125,0.375,0.0625,5.987949923,7.43661485,7.589613999,7.589613999,1,0,0.492
168,1410,$YHOO,1,-1,0,twitter,$YHOO bidding heats up,RT @swmeek: 6 Combat Leadership Tips From A Badass Marine General via @TaskandPurpose @Sandboxx https://t.co/mL7MxiwmzT,-1,6 Combat Leadership Tips From A Badas Marine General via _url,6 combat leadership tip from A bada marin gener via _url,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2,0,-0.2,0,0.090909091,0,0,-0.352985953,0.016677047,-0.110511383,0.090909091,0.727272727,0,0,0,0,0,6.137471887,7.401604324,7.589613999,7.589613999,0,0,0.281
169,347,$SSRI,2,0,0,stocktwits,"Long', 'look like a 5-10% run awaits","Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",0,Lots of metal stocks look like a 5-10% run awaits Long $SSRI PAAS and $NEM but most high quality names should go if metal prices cooperate,lot of metal stock look like a 5-10% run await long $SSRI paa and $NEM but most high qualiti name should go if metal price cooper,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0.4,-0.2,0.038461538,0.038461538,0.038461538,0,-0.719119784,0.110234586,-0.162826102,0.230769231,0.615384615,0,0.375,-0.25,0.083333333,0.166666667,5.415447339,6.847225211,6.896466818,6.896466818,1,0,0.394
170,216,$FB,1,0,0,stocktwits,LNKD is great but doesnt the potential side with Fb,Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but doesnt the potential side with Fb? And $CRM Seems a little to high also,0,Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but does not the potential side with Fb? And $CRM Seems a little to high also,curiou to know whi $LNKD Is at 220 and $FB Is 74? lnkd is great but doe not the potenti side with fb? and $CRM seem a littl to high also,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0.8,0.6,0,0.064516129,0,0.032258065,0,-0.709362674,0.176665975,-0.221230365,0.258064516,0.548387097,-1.125,0.125,-0.625,0.25,0.333333333,5.305901057,6.71541838,6.896466818,6.896466818,1,0,0.484
171,76,$TYC,2,0,0,stocktwits,"just about to break out to new highs', 'lots of technicals looking great right now","$TYC just about to break out to new highs, lots of technicals looking great right now.",0,$TYC just about to break out to new highs lots of technicals looking great right now .,$TYC just about to break out to new high lot of technic look great right now .,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.058823529,0,0.117647059,0.058823529,0.000899592,0.159366134,-0.088644384,0.235294118,0.647058824,1.125,0.375,0,0.416666667,0,4.954635665,6.981073615,7.493247617,7.589613999,0,0,0.469
172,601,$BPGDM,2,0,0,stocktwits,,$GDX $GDXJ $NUGT $DUST $JNUG $JDST Gold Miners Bullish Percent Index ($BPGDM) Weekly (02/06/2014) http://stks.co/i1htx,0.666666667,$GDX $GDXJ $NUGT $DUST $JNUG $JDST Gold Miners Bullish Percent Index ($BPGDM) Weekly (02/06/2014) _url,$GDX $GDXJ $NUGT $DUST $JNUG $JDST gold miner bullish percent index ($bpgdm) weekli (02/06/2014) _url,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.133333333,0,-0.212234447,0.069406961,-0.197979379,0.066666667,0.266666667,0,0,0,0,0,5.233763296,7.088254867,7.184148891,7.184148891,1,0,0
173,1193,$AAPL,2,-1,0,twitter,Report: Apple signs up for Google's cloud,"Report: Apple signs up for Google's cloud, uses much less of Amazon's $AAPL $GOOG $GOOGL $AMZN $DROPB https://t.co/zN3KDGYvGT",-1,Report: Apple signs up for Gogle's cloud uses much less of Amazon's $AAPL $GOOG $GOOGL $AMZN $DROPB _url,report: appl sign up for gogle' cloud us much le of amazon' $AAPL $GOOG $GOOGL $AMZN $DROPB _url,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.055555556,-0.139367518,0.248079718,-0.075358107,0.111111111,0.444444444,-0.375,0.125,-0.5,0.142857143,0.142857143,4.94732902,6.600367539,6.673323267,6.673323267,0,0,0.15
174,338,$LC,2,0,0,stocktwits,bail out,$LC in deal with $NBG to bail out Greece,0,$LC in deal with $NBG to bail out Greece,$LC in deal with $NBG to bail out greec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.343298042,0.013217078,-0.103176251,0.111111111,0.666666667,0.125,0.125,0,0.25,0,4.740398385,7.136201879,7.184148891,7.184148891,0,0,0.058
175,1371,$EBAY,2,-1,0,twitter,"It is cheap.', ' increasing fees again', 'could be good","@Stephanie_Link $EBAY is also increasing fees again, could be good. but also can backfire  It is cheap.",-1,$EBAY is also increasing fees again could be good but also can backfire It is cheap .,$EBAY is also increas fee again could be good but also can backfir It is cheap .,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.058823529,0,0.058823529,0.058823529,-0.949415265,0.039236039,-0.223306346,0.058823529,0.882352941,0.75,0.75,-0.25,0.363636364,0.181818182,5.738784465,7.129605154,7.558424375,7.589613999,0,0,0.183
176,331,$GWR,2,0,0,stocktwits,eyeing $RA w take-over interest,Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,0,Rival companies $GWR and WATCO eyeing $RA with take-over interest _url,rival compani $GWR and watco eye $RA with take-ov interest _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0.2,0,0.090909091,0,0,0.090909091,-0.389038821,0.015569857,-0.155075773,0.181818182,0.363636364,0.125,0.125,0,0.333333333,0,5.233955649,7.589613999,7.589613999,7.589613999,1,0,0.041
177,326,$EEM,2,1,0,stocktwits,Stares Into the Abyss,NEW POST: &quot;China Stares Into the Abyss&quot; http://stks.co/Rar $EEM $FXI,0,NEW POST: China Stares Into the Abyss _url $EEM $FXI,new post: china stare into the abyss _url $EEM $FXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.081655249,0.176665975,-0.070237354,0.2,0.4,0.375,0.375,0,0.25,0,4.951220844,7.002932987,7.184148891,7.184148891,2,0,-0.325
178,948,$ISRG,1,-1,0,twitter,Headed to all time highs,$ISRG What a move from 502 in Feb - Headed to all time highs. #Risk is some unforeseen safety issue with devices.,-1,$ISRG What a move from 502 in Feb - Headed to all time highs #Risk is some unforeseen safety issue with devices .,$ISRG what a move from 502 in feb - head to all time high #risk is some unforeseen safeti issu with devic .,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.043478261,0,0,0.086956522,-0.497958619,0.095287523,-0.12061449,0.217391304,0.652173913,0.25,0.125,-0.25,0.4,0.1,5.201408822,7.39905295,7.535551985,7.560652206,0,1,0.407
179,457,$IWM,2,0,-1,stocktwits,Time to stomp on some dreams.,$SPY $DIA $IWM Time to stomp on some dreams.,0,$SPY $DIA $IWM Time to stomp on some dreams .,$SPY $DIA $IWM time to stomp on some dream .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.2,0.2,0,0.1,0,0,0,-0.375890942,0.003667566,-0.078541277,0.1,0.7,0,0,0,0,0,4.835239998,6.906890019,7.184148891,7.184148891,0,0,-0.258
180,568,$PCLN,2,0,0,stocktwits,holding up well today,$ISRG and $PCLN holding up well today.,0,$ISRG and $PCLN holding up well today .,$ISRG and $PCLN hold up well today .,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.125,0,-0.079579268,0.015569857,-0.049892741,0.375,0.375,0.5,0.375,0,0.5,0,4.108492002,6.86702106,7.184148891,7.184148891,0,0,0.318
181,671,$AAPL,2,0,0,stocktwits,next Q will be a good short,@PaulCloutier @SmithMatt5 $AAPL doesn&#39;t know its got new products in Sept. Thats why next Q will be a good short bulls expect a new release,0,$AAPL does not know its got new products in Sept that is why next Q will be a good short bulls expect a new release,$AAPL doe not know it got new product in sept that is whi next Q will be a good short bull expect a new releas,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.04,0,0.04,0,-1.020067815,0.098470694,-0.221230365,0.2,0.8,1.375,0.75,-0.625,0.411764706,0.058823529,5.250725888,7.220104928,7.589613999,7.589613999,0,0,-0.441
182,437,$MSFT,2,0,0,stocktwits,companies shld be worried about iCloud,These companies shld be worried about iCloud $goog $sfly $nflx $emc $vmw $yhoo $msft,0,These companies should be worried about iCloud $goog $sfly $nflx $emc $vmw $yhoo $msft,these compani should be worri about icloud $goog $sfly $nflx $emc $vmw $yhoo $msft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,-0.6,0,-0.6,0,0.071428571,0,0.071428571,-0.776624455,0,-0.144142274,0,0.5,-0.125,0.125,-0.25,0.333333333,0.333333333,5.28958594,6.527411811,6.673323267,6.673323267,0,0,-0.329
183,1131,$CSX,0,-1,0,twitter,I'm watching(and buy targets),"Stocks I'm watching(and buy targets): $CSX 20, $LVS 40, $TGT 70",-1,Stocks I am watching(and buy targets): $CSX 20 $LVS 40 $TGT 70,stock I am watching(and buy targets): $CSX 20 $LVS 40 $TGT 70,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-0.396581551,0.024565774,-0.201439347,0.083333333,0.5,0.625,0.5,0,0.666666667,0,4.420499991,6.851838108,6.896466818,6.896466818,0,0,0.344
184,1209,$AMZN,2,-1,0,twitter,"Indices are rallying today', ""a lot of the 'highly covered companies' are underperforming","Indices are rallying today, but it seems like a lot of the ""highly covered companies"" are underperforming $AAPL $FB $AMZN $MCD $SPY",-1,Indices are rallying today but it seems like a lot of the highly covered companies are underperforming $AAPL $FB $AMZN $MCD $SPY,indic are ralli today but it seem like a lot of the highli cover compani are underperform $AAPL $FB $AMZN $MCD $SPY,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.4,0.4,0,0.045454545,0,0.045454545,0,-0.751643485,0.062071829,-0.124904851,0.136363636,0.590909091,0.875,0.625,-0.125,0.363636364,0.090909091,5.375150786,6.857466733,7.184148891,7.184148891,0,0,-0.193
185,287,$MELI,2,0,0,stocktwits,biggest St50 gainers,"RT @StockTwits50 In a mostly red tape this morning, biggest St50 gainers are $MELI $PKT $SWI",0.166666667,In a mostly red tape this morning biggest St50 gainers are $MELI $PKT $SWI,In a mostli red tape thi morn biggest st50 gainer are $MELI $PKT $SWI,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-0.211819251,0.070375753,-0.099162688,0.142857143,0.5,0.25,0.125,0,0.285714286,0,5.393799185,7.273897919,7.589613999,7.589613999,0,0,0.452
186,276,$XLF,2,0,0,stocktwits,Bounced off target buy area,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma&#39;s slope",0,$XLF _url Bounced off target buy area bought $skf as a hedge watch 50ma's slope,$XLF _url bounc off target buy area bought $skf a a hedg watch 50ma' slope,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.066666667,-0.666874265,0.047678361,-0.201439347,0.066666667,0.666666667,0,0,0,0,0,5.246096147,7.104298121,7.152184216,7.184148891,0,0,-0.299
187,926,$CBPO,1,-1,0,twitter,Insiders Are Selling,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-1,Insiders Are Selling Facebok and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB _url,insid are sell facebok and ford motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB _url,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,-0.274929071,0.015569857,-0.178880354,0.0625,0.25,0.125,0.125,0,0.2,0,4.712005645,6.25985153,6.336851031,6.336851031,0,0,-0.351
188,188,$HIG,1,1,0,stocktwits,"Stay With Best Of Breed', 'Has Room To Run",Stay With Best Of Breed: $HIG Has Room To Run http://stks.co/h009W via @TradeSpoon #options,0,Stay With Best Of Breed: $HIG Has Room To Run _url via #options,stay with best Of breed: $HIG ha room To run _url via #option,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.076923077,0,0.076923077,0,-0.101238669,0.117984915,-0.064978202,0.153846154,0.538461538,0.25,0.25,0,0.2,0,4.84292586,7.294514361,7.589613999,7.589613999,0,1,0.417
189,919,$FB,2,-1,0,twitter,watching for bounce tomorrow,$FB watching for bounce tomorrow,-1,$FB watching for bounce tomorrow,$FB watch for bounc tomorrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.064355408,0.052522317,-0.029686527,0.6,0.2,0.25,0.125,0,0.666666667,0,4.867941752,7.454458963,7.589613999,7.589613999,0,0,0.366
190,61,$AAPL,0,0,0,stocktwits,highest down volume in last 10 days,$AAPL http://stks.co/3dac Would need to clear $587.00 tomorrow on 38 million shares the highest down volume in last 10 days,0,$AAPL _url Would need to clear $587.00 tomorrow on 38 million shares the highest down volume in last 10 days,$AAPL _url would need to clear $587.00 tomorrow on 38 million share the highest down volum in last 10 day,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.4,0.2,0,0.1,0,0.05,0,-0.67068023,0.052522317,-0.124628053,0.15,0.75,-0.375,0,-0.25,0,0.222222222,4.57452891,7.443132361,7.589613999,7.589613999,0,0,-0.31
191,1348,$TSLA,2,-1,0,twitter,Tesla Motors recalls,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",-1,"Tesla Motors recalls 2,70 Model X SUVs _url $TSLA","tesla motor recal 2,70 model X suv _url $TSLA",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.075704104,0.041727216,0,0.222222222,0,0,0,0,0,0,5.836078633,7.28879852,7.589613999,7.589613999,1,0,-0.424
192,426,$AMD,2,0,0,stocktwits,"$amd is a two dollar spec play', 'Ur penny scalps cost u w/IRS",$amd is a two dollar spec play! $ebay is a long term investment that I&#39;ve held since 34! Ur penny scalps cost u w/IRS! Good luck lol,0,$amd is a two dollar spec play! $ebay is a long term investment that I have held since 34! Ur penny scalps cost you w/IRS! Good luck lol,$amd is a two dollar spec play! $ebay is a long term invest that I have held sinc 34! Ur penni scalp cost you w/irs! good luck lol,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1.8,0.6,0,0.107142857,0,0.071428571,0,-1.923050308,0.039928033,-0.733444052,0.107142857,0.678571429,1.25,0.75,0,0.266666667,0,5.875519632,7.411629732,7.589613999,7.589613999,1,0,-0.163
193,1198,$NFLX,2,-1,0,twitter,"calls for nice gains', 'Still holding', 'Week made in a morning",Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,-1,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains Still holding $FB 110 calls Week made in a morning .,follow the level I share with you on $NFLX $GOOGL $TSLA call for nice gain still hold $FB 110 call week made in a morn .,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1.2,0.6,0,0.115384615,0,0.076923077,0,-0.548474154,0.087952391,-0.178188361,0.192307692,0.653846154,0.875,0.875,-0.25,0.272727273,0.181818182,4.928295112,6.794865586,6.896466818,6.896466818,0,0,0.396
194,981,$HTZ,2,-1,0,twitter,Today's losers,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,-1,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,today' losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.673306326,6.49100171,0,0,0,0,-0.317
195,1439,$JNPR,1,-1,0,twitter,Earnings will drive stock prices,yesterday we had sold short $27.5 $CSCO calls and that was a great call since we heard $JNPR news. Earnings will drive stock prices..,-1,yesterday we had sold short $27.5 $CSCO calls and that was a great call since we heard $JNPR news Earnings will drive stock prices ..,yesterday we had sold short $27.5 $CSCO call and that wa a great call sinc we heard $JNPR news earn will drive stock price,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.6,0.6,0,0.041666667,0,0.041666667,0,-1.016607847,0.159366134,-0.147048647,0.083333333,0.791666667,0.625,0.25,0,0.214285714,0,5.359551101,7.546933461,7.589613999,7.589613999,0,0,0.218
196,233,$CVS,2,1,0,stocktwits,13F Shows New Stakes in ,"Buffett&#39;s 13F Shows New Stakes in CVS $CVS, Visa $V, General Dynamics $GD",0,Bufet's 13F Shows New Stakes in CVS $CVS Visa $V General Dynamics $GD,bufet' 13f show new stake in cv $CVS visa $V gener dynam $GD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-0.366064632,0.053075912,-0.119368902,0.153846154,0.461538462,0,0,0,0,0,6.299699614,7.184148891,7.184148891,7.184148891,1,0,0.468
197,775,$CAT,1,0,0,stocktwits,"hangin on my a thread', 'click away from a cliff drop",$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),0,$CAT is hanging on my a thread click away from a cliff drop Needs follow through (or snap-back on the VIX ),$CAT is hang on my a thread click away from a cliff drop need follow through (or snap-back on the vix ),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,-0.2,0,0.045454545,0,0,-0.815583697,0.111895371,-0.167670057,0.090909091,0.727272727,0.25,0.125,0,0.285714286,0,5.872938167,7.387161579,7.589613999,7.589613999,1,0,-0.337
198,737,$EWJ,2,1,0,stocktwits,EPS growth is around 12% so far,"JAPAN EARNINGS: Of the 12% of Topix companies that have reported, the yoy EPS growth is around 12% so far. $ewj $FXI $study $FXY $DXJ",0.166666667,JAPAN EARNINGS: Of the 12% of Topix companies that have reported the yoy EPS growth is around 12% so far $ewj $FXI $study $FXY $DXJ,japan earnings: Of the 12% of topix compani that have report the yoy ep growth is around 12% so far $ewj $FXI $study $FXY $DXJ,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.4,0.4,0,0.04,0,0,0,-0.74347796,0.080617258,-0.26302678,0.12,0.6,0.375,0.25,0,0.25,0,5.319962667,6.508596237,6.673323267,6.673323267,3,0,0.316
199,449,$WRES,2,0,0,stocktwits,got some more,$WRES got some more 2.82 too,0,$WRES got some more 2.82 too,$WRES got some more 2.82 too,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.229049893,0,-0.078541277,0,0.666666667,0,0.125,-0.125,0.333333333,0.333333333,4.998848502,7.454458963,7.589613999,7.589613999,0,0,0.295
200,527,$ARR,0,0,0,stocktwits,At least you didn't stop out,@Cristi At least you didn&#39;t stop out $ARR at 7.13 like me :(,0,At least you did not stop out $ARR at 7.13 like me me :(,At least you did not stop out $ARR at 7.13 like me me :(,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0.4,-0.2,0.071428571,0.071428571,0.071428571,0,-0.850529375,0,-0.128503218,0,0.785714286,-0.625,0,-0.625,0,0.2,5.781989937,7.256393548,7.512597646,7.589613999,0,0,-0.222
