,index,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,+num,-num,num%,+num%,-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_rf_1-grams,Avg_TFIDF_2-grams,Avg_rf_2-grams,Avg_TFIDF_3-grams,Avg_rf_3-grams,Avg_TFIDF_4-grams,Avg_rf_4-grams,W2V_50_Means,GloVe40_Means
246,251,$TZA,1.0,0.03333333333333333,"[0am,9am)",0.0,0.0,,0.27399999999999997,stocktwits,['with upcoming first support in a few days or weeks!'],"$TNA, $TZA daily chart of $TNA with upcoming first support in a few days or weeks! http://stks.co/q3Kj",0.0,$TNA $TZA daily chart of $TNA with upcoming 1st support in a few days or weeks! _url,$TNA $TZA daili chart of $TNA with upcom 1st support in a few day or weeks! _url,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.3999999999999999,0.3999999999999999,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,-0.37506054944294587,0.04297280465019715,-0.12075288907342063,0.17647058823529413,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,4.710039049935184,1.297149209675337,7.369580532804702,1.1509181200229788,7.589613999045649,1.0986122886681096,7.589613999045649,1.0986122886681098,23,16
247,252,$YHOO,1.0,0.11666666666666667,"[0am,9am)",0.0,0.0,Bullish,0.32,stocktwits,['looking to buy'],$YHOO &quot;Is Yahoo looking to buy CNN?&quot; (CBSNews - Jan. 2) http://stks.co/b1RZB,0.0,$YHOO Is Yahoo looking to buy CN? (CBSNews - january 2) _url,$YHOO Is yahoo look to buy cn? (cbsnew - januari 2) _url,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42246211334855754,0.0,-0.2014393467580099,0.0,0.5833333333333334,-0.5,0.125,-0.625,0.25,0.25,4.899616278900434,1.4306214689427699,7.090990993225113,1.4683612818645027,7.589613999045647,1.0986122886681098,7.589613999045647,1.0986122886681098,23,18
248,253,$YHOO,,0.0,"[3pm,24pm)",0.0,0.0,,-0.29600000000000004,stocktwits,"[""I don't think is the right fit""]",@bpeck In response to your thoughts on $YHOO about Nikesh.  I don&#39;t think is the right fit for visionary aspects.,0.0,In response to your thoughts on $YHOO about Nikesh I do not think is the right fit for visionary aspects .,In respons to your thought on $YHOO about nikesh I do not think is the right fit for visionari aspect .,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.6000000000000001,0.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.0,0.0,-0.7041035222475964,0.1766659746730328,-0.15023181786727569,0.14285714285714285,0.7619047619047619,-1.25,0.125,-0.625,0.2,0.3,5.057935954722766,1.3078908093806862,7.279211744053241,1.1653758141292265,7.564272429788888,1.1165924181963462,7.589613999045651,1.0986122886681096,6,6
249,254,$DUG,,0.0,"[3pm,24pm)",0.0,0.0,,0.7020000000000001,stocktwits,"['stochastics finally starting to turn up', 'Buying here']",$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,0.0,$DUG weekly statistics finally starting to turn up after long consolidation Buying here .,$DUG weekli statist final start to turn up after long consolid buy here .,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3992803266209959,0.08324683412912592,-0.11673932599820092,0.21428571428571427,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,5.259610146149232,1.6211072716548163,7.402005527708221,1.2017922825625627,7.589613999045649,1.0986122886681096,7.589613999045649,1.0986122886681098,23,9
250,255,$OII,,0.0,"[3pm,24pm)",0.0,1.0,,1.0,stocktwits,['Very nice breakout on a very nice stock'],Very nice breakout on a very nice stock. $OII http://stks.co/2GZW,0.0,Very nice breakout on a very nice stock $OII _url,veri nice breakout on a veri nice stock $OII _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2000000000000002,0.6000000000000001,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.10462943740917519,0.08753719465780896,-0.084769220123175,0.3,0.5,1.75,0.875,0.0,0.3333333333333333,0.0,5.588428016186163,2.111192296841965,8.516662075463119,1.2630020443548418,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,23,13
251,256,$BBRY,1.0,0.03333333333333333,"[3pm,24pm)",0.0,0.0,,-0.38299999999999995,stocktwits,"['losers', 'no profit', 'so sad']",$BBRY real losers today are the MMs..no Nasdaq transactions..no profit for them...so sad,0.16666666666666666,$BBRY real losers today are the Ms no Nasdaq transactions no profit for them o sad,$BBRY real loser today are the Ms no nasdaq transact no profit for them o sad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7999999999999999,0.0,-0.4,0.0,0.1875,0.0,0.125,0.0,0.0,-1.0507231333471743,0.024565773994879248,-0.2523700781952808,0.1875,0.6875,-0.875,0.125,-0.625,0.2222222222222222,0.3333333333333333,5.698888365727658,1.480864430753597,7.527234751644394,1.1207416788567082,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,6,6
252,257,$VRTX,,0.0,"[3pm,24pm)",0.0,0.0,,0.368,stocktwits,['Long term uptrend intract so far'],"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",0.0,$VRTX Vertex Monthly -lower hi/lower lo Long term trend intract so far,$VRTX vertex monthli -lower hi/low lo long term trend intract so far,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42135492353470416,0.01141789495536627,-0.19797937858971704,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,6.66603830378761,1.7249397508748914,7.3637133945194675,1.1756393668851282,7.589613999045649,1.0986122886681096,7.589613999045649,1.0986122886681098,6,38
253,258,$JRJC,,0.0,"[3pm,24pm)",0.0,0.0,,-0.5329999999999999,stocktwits,['My broker has no shorts who has them?'],$JRJC My broker has no shorts who has them?,0.0,$JRJC My broker has no shorts who has them ?,$JRJC My broker ha no short who ha them ?,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.1,0.0,0.0,0.0,0.0,-0.7572486333125743,0.00048439554356094483,-0.1377759324614215,0.1,0.8,0.5,0.25,0.0,0.5,0.0,6.07903758076064,1.5714367261132234,7.5316904121730515,1.0986122886681098,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,23,38
254,259,$JWN,,0.0,"[0am,9am)",0.0,1.0,,0.315,stocktwits,"['sales numbers still holding up so well', 'igh end might not be a concern after all.']",Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,0.0,Surprising to see $JWN and $SKS sales numbers still holding up so well I guess the high end might not be a concern after all .,surpris to see $JWN and $SKS sale number still hold up so well I guess the high end might not be a concern after all .,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,-1.2007473531243527,0.015569856757317702,-0.12850321777039664,0.07692307692307693,0.8461538461538461,-0.25,0.375,-0.625,0.3333333333333333,0.26666666666666666,4.7458724011517495,1.5568701910734717,6.92969546075985,1.5030757061296574,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,6,6
255,260,$BIDU,,0.0,"[3pm,24pm)",0.0,1.0,,-0.524,stocktwits,['trying to drag $bidu with it.'],$sina trying to drag $bidu with it.,0.0,$sina trying to drag $bidu with it .,$sina tri to drag $bidu with it .,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.125,0.0,0.125,0.0,0.0,-0.30862916061172263,0.0136322745830737,-0.17279081032454502,0.25,0.5,-0.25,0.0,-0.25,0.0,0.5,4.542818280152446,1.4472137390926045,6.909495818770456,1.4157401200339865,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,44,33
256,261,$AAPL,,0.0,"[9am,3pm)",0.0,0.0,,0.285,stocktwits,"['buy zone today', 'take swing trade profits']",Will take swing trade profits at 399-400; leave core position for 1/17/12 and 449 target; $AAPL daytrade buy zone today = 393-395,0.0,Will take swing trade profits at 39-40 leave core position for 1/17/12 and 449 target $AAPL daytrade buy zone today = 393-395,will take swing trade profit at 39-40 leav core posit for 1/17/12 and 449 target $AAPL daytrad buy zone today = 393-395,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,-1.163172098816692,0.0521071206144903,-0.22330634558162066,0.13636363636363635,0.6363636363636364,0.125,0.125,0.0,0.1111111111111111,0.0,5.105918863865389,1.4762106417494452,7.474465935839618,1.1177910934982285,7.589613999045651,1.0986122886681096,7.58961399904565,1.0986122886681096,6,4
257,262,$FB,,0.0,"[9am,3pm)",0.0,0.0,Bullish,0.355,stocktwits,"['big picture is BRILLIANT', 'Boy-wonder visionary Zuck!']",$FB Free Net for Africa http://stks.co/d1Fzp First no ROI will piss off investors but big picture is BRILLIANT. Boy-wonder visionary Zuck!,0.0,$FB Free Net for Africa _url 1st no ROI will piss off investors but big picture is BRILLIANT Boy-wonder visionary Zuck !,$FB free net for africa _url 1st no roi will piss off investor but big pictur is brilliant boy-wond visionari zuck !,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.8,0.8,-0.8,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,-0.6850044979586198,0.18178672756210634,-0.45470901667704655,0.18181818181818182,0.5909090909090909,0.25,0.375,-0.375,0.2727272727272727,0.09090909090909091,5.83955304186591,1.2426699693627532,7.568273730197848,1.09861228866811,7.589613999045647,1.0986122886681098,7.589613999045647,1.0986122886681098,35,16
258,263,$AAPL,,0.0,"[9am,3pm)",0.0,0.0,,0.19,stocktwits,"['bounce right now has no vol, more vol when it slid']","$AAPL bounce right now has no vol, more vol when it slid",0.0,$AAPL bounce right now has no vol more vol when it slid,$AAPL bounc right now ha no vol more vol when it slid,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16261850390976318,0.3122967268701127,-0.09016677046571175,0.25,0.75,0.625,0.25,0.0,0.5,0.0,5.6985406806406385,1.5760514018769636,7.369891541312026,1.1966952139692824,7.589613999045649,1.0986122886681098,7.589613999045648,1.0986122886681098,23,38
259,264,$UNXL,,0.0,"[9am,3pm)",0.0,0.0,,-0.426,stocktwits,['another story stock with an unhappy ending'],&quot;@jbraica: $UNXL another story stock with an unhappy ending.  Typical.&quot; Yeah. Pretty much. We have seen so many of these.,0.0,$UNXL another story stock with an unhappy ending Typical Yeah Pretty much We have seen so many of these .,$UNXL anoth stori stock with an unhappi end typic yeah pretti much We have seen so mani of these .,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1102230246251565e-16,0.19999999999999996,-0.4,0.1,0.05,0.05,0.05,0.0,0.0,-1.1251124489654702,0.028994533250294108,-0.15825894401771512,0.1,0.85,-0.25,0.25,-0.75,0.3,0.1,5.611670143895225,1.2725705127798093,7.494210444196669,1.0986122886681098,7.589613999045648,1.0986122886681098,7.589613999045651,1.0986122886681096,6,16
260,265,$PRTA,,0.0,"[3pm,24pm)",0.0,0.0,,0.447,stocktwits,"[""today's top gainers""]",today&#39;s top gainers http://stks.co/t1jZz #stocks $PRTA $CTRP $NXTD,0.0,today's top gainers _url #stocks $PRTA $CTRP $NXTD,today' top gainer _url #stock $PRTA $CTRP $NXTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3999999999999999,0.3999999999999999,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.025396166355269534,0.025396166355269534,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,4.204535301674388,1.7292639734662734,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,4,39
261,266,$CYTK,0.0,0.016666666666666666,"[0am,9am)",0.0,0.0,,-0.21,stocktwits,"['has had a history of a lack of PR', 'shame for investors']",@BiotechMaster $CYTK has had a history of a lack of PR...a shame for investors,0.0,$CYTK has had a history of a lack of PR shame for investors,$CYTK ha had a histori of a lack of PR shame for investor,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8,0.0,-0.4,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,-0.9568887966230718,0.0,-0.21431042834405933,0.0,0.9230769230769231,-0.25,0.25,-0.75,0.2857142857142857,0.14285714285714285,6.0667235010674725,1.4730493876307973,7.499510641688278,1.0986122886681098,7.589613999045648,1.0986122886681098,7.589613999045647,1.0986122886681098,23,12
262,267,$IBD50,,0.0,"[0am,9am)",0.0,1.0,,0.371,stocktwits,['closed Friday with the RS line in new highs'],Indexes &amp; industry groups I track that closed Friday with the RS line in new highs. $SOX $NDX $IBD50 $IBD20 $PNQI $FPX,0.3333333333333333,Indexes & industry groups I track that closed Friday with the RS line in new highs $SOX $NDX $IBD50 $IBD20 $PNQI $FPX,index & industri group I track that close friday with the RS line in new high $SOX $NDX $IBD50 $IBD20 $PNQI $FPX,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18573109127396115,0.09528752335478496,-0.09916268770327319,0.3181818181818182,0.3181818181818182,0.5,0.375,0.0,0.2,0.0,5.163126134496446,1.8388711757808114,6.719344888255392,1.701278102316595,6.896466818485703,1.6094379124341003,6.896466818485703,1.6094379124341003,40,5
263,268,$SPY,,0.0,"[3pm,24pm)",0.0,0.0,,-0.85,stocktwits,['look out belooooooowwww'],$SPY look out belooooooowwww.....,0.0,$SPY look out belo_url,$SPY look out belo_url,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15535257075634945,0.0,-0.071206144903467,0.0,0.75,0.0,0.0,0.0,0.0,0.0,5.701093578433646,1.3061673238419518,7.386881444991566,1.2424533248940002,7.589613999045648,1.0986122886681098,,,44,21
264,269,$BRCM,,0.0,"[9am,3pm)",0.0,1.0,,0.24100000000000002,stocktwits,['To Combine In $37 Billion Deal'],"Avago, Broadcom To Combine In $37 Billion Deal $AVGO $BRCM http://stks.co/t2AMg",0.0,Avago Broadcom To Combine In $37 Billion Deal $AVGO $BRCM _url,avago broadcom To combin In $37 billion deal $AVGO $BRCM _url,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21652480797176699,0.07106774617673506,-0.11784651581205463,0.09090909090909091,0.36363636363636365,-0.125,0.0,-0.125,0.0,0.3333333333333333,5.2171308281054944,1.5650943637455388,7.184148890937484,1.3862943611198906,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,35,34
265,270,$FB,,0.0,"[3pm,24pm)",0.0,0.0,,0.358,stocktwits,"['Problem for shorts', 'every fund out there will want to buy this thing on a a pullback']",$FB Problem for shorts on Facebook now is every fund out there will want to buy this thing on a a pullback. Not a good anymore. $$,0.0,$FB Problem for shorts on Facebok now is every fund out there will want to buy this thing on a a pullback Not a good anymore $$,$FB problem for short on facebok now is everi fund out there will want to buy thi thing on a a pullback not a good anymor $$,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4,0.6000000000000001,-0.4,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,-1.551034530482321,0.03923603902844075,-0.2014393467580099,0.037037037037037035,0.8518518518518519,-0.125,0.75,-0.625,0.25,0.16666666666666666,4.871622941879305,1.532149739429227,7.303714614897718,1.2053919033899738,7.569340743640238,1.1129963922906991,7.589613999045646,1.09861228866811,6,6
266,271,$FDX,,0.0,"[0am,9am)",0.0,0.0,,0.68,stocktwits,['awesomely bullish stocks'],RT @traderstewie Wanna see 3 awesomely bullish stocks??!! Check out $FDX $UPS $JBHT !! Europe might a mess but people still shipping stuff!!,0.0,want to see 3 awesomely bullish stocks??!! Check out $FDX $UPS $JBHT !! Europe might a mess but people still shipping stuf !!,want to see 3 awesom bullish stocks??!! check out $FDX $UPS $JBHT !! europ might a mess but peopl still ship stuf !!,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,3,3,1,-0.20000000000000007,0.19999999999999996,-0.4,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.0,-0.8378658916337975,0.12047609161995698,-0.17777316448688674,0.08695652173913043,0.6086956521739131,0.0,0.5,-0.25,0.1111111111111111,0.3333333333333333,5.521541531320564,1.4798378402213463,7.27852180770191,1.2249633830838804,7.589613999045651,1.0986122886681096,7.58961399904565,1.0986122886681096,6,6
267,272,$QQQ,,0.0,"[3pm,24pm)",0.0,0.0,,-0.059000000000000004,stocktwits,['SOLD to close $QQQ puts for +34%'],SOLD to close $QQQ puts for +34%. SOLD to close $BBY puts for loss. Sorry for late post,0.0,SOLD to close $QQQ puts for +34% SOLD to close $BBY puts for loss Sorry for late post,sold to close $QQQ put for +34% sold to close $BBY put for loss sorri for late post,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-0.7999999999999999,0.0,-0.6,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,-1.0827624385855654,0.02622655871565982,-0.263303577607086,0.05555555555555555,0.7777777777777778,-0.25,0.0,-0.25,0.0,0.125,7.968807980707414,2.3889256646283967,10.33642242287429,1.7840633651144422,9.866498198759341,1.6008052187396111,9.107536798854778,1.433407575382444,23,9
268,273,$OCZ,,0.0,"[9am,3pm)",0.0,0.0,,0.483,stocktwits,['Add to'],Add to $OCZ here,0.0,Add to $OCZ here,add to $OCZ here,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10843540239429816,0.0017299840841462633,-0.0558438862362467,0.25,0.5,0.5,0.5,0.0,0.5,0.0,4.076938910049378,1.4472010041744117,7.243040408765675,1.354025100551105,7.589613999045648,1.0986122886681098,,,26,21
269,274,$AAPL,,0.0,"[3pm,24pm)",0.0,0.0,,-0.441,stocktwits,['will end up selling for pennies on the dollar'],@cfm860 @devsathe in the end DropBox will end up selling for pennies on the dollar. Just like Box.net $AAPL,0.0,in the end DropBox will end up selling for pennies on the dollar Just like Box et $AAPL,in the end dropbox will end up sell for penni on the dollar just like box et $AAPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3999999999999999,0.3999999999999999,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,-1.0432496021036615,-0.012248287315756778,-0.28281779807625784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.3764987060810805,1.5168731920794367,7.117981734680198,1.1455806468837095,7.589613999045651,1.0986122886681096,7.589613999045651,1.0986122886681096,6,16
270,275,$AAPL,,0.0,"[0am,9am)",0.0,0.0,,0.24,stocktwits,['Imagine $AAPL TV impact!! $$$'],Book on Jobs makes news citing Steve Jobs saying he cracked the code on simplifying integrating TV with cloud. Imagine $AAPL TV impact!! $$$,0.0,Book on Jobs makes news citing Steve Jobs saying he cracked the code on simplifying integrating TV with cloud Imagine $AAPL TV impact!! !! $$$,book on job make news cite steve job say he crack the code on simplifi integr TV with cloud imagin $AAPL TV impact!! !! $$$,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,-0.5252231679468559,0.24807971766659742,-0.12905681267732338,0.2,0.6,0.0,0.0,0.0,0.0,0.0,7.1191326416107055,1.6478979570423193,7.570306136754781,1.09861228866811,7.589613999045646,1.09861228866811,7.589613999045646,1.09861228866811,6,16
271,276,$LUV,,0.0,"[9am,3pm)",0.0,1.0,,0.106,stocktwits,['Southwest Is at Its Lowest Multiple Ever'],Southwest Is at Its Lowest Multiple Ever $LUV http://stks.co/r2Gxj,0.0,Southwest Is at Its Lowest Multiple Ever $LUV _url,southwest Is at it lowest multipl ever $LUV _url,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,-0.6844509030516923,0.0,-0.21970797868659608,0.0,0.7777777777777778,0.125,0.125,0.0,0.3333333333333333,0.0,5.170624059654911,1.3012148753582824,7.359694297269347,1.1715873777775372,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,48,19
272,277,$SHO,,0.0,"[9am,3pm)",0.0,0.0,,0.498,stocktwits,['Moved Upper Bollinger Band'],Moved Upper Bollinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX http://stks.co/i1M5f,0.0,Moved Upper Bolinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,move upper boling band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06290222129956413,0.015708255484049527,-0.07314372707771088,0.0625,0.125,0.375,0.375,0.0,0.3333333333333333,0.0,5.222680152540837,2.0491035974371,6.203319637925757,2.1972245773362196,6.203319637925756,2.1972245773362196,6.203319637925757,2.1972245773362196,19,34
273,278,$AAPL,,0.0,"[9am,3pm)",0.0,0.0,,-0.429,stocktwits,"[""won't have anyone buying products""]","@not_travis Mute point if china hard landing, European bank collapse, american double dip...$aapl won&#39;t have anyone buying products..",0.0,Mute point if china hard landing European bank collapse american double dip apl will not have anyone buying products ..,mute point if china hard land european bank collaps american doubl dip apl will not have anyon buy product,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.0,-0.4,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,-1.0551518926025891,0.11189537056259069,-0.17486679122552073,0.21052631578947367,0.7368421052631579,-1.375,0.25,-0.75,0.14285714285714285,0.2857142857142857,5.959860607636753,1.431282656678698,7.463099149878439,1.09861228866811,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,6,4
274,279,$FAZ,,0.0,"[3pm,24pm)",0.0,0.0,,0.384,stocktwits,"['Long tech', 'calls']","@Stevez1 more of a chartist myself (news &amp; MM talk is orchestrated BS). Long tech for early Jan, after that it&#39;s straight to $TZA $FAZ calls",0.0,more of a artist myself (news & MM talk is orchestrated BS) Long tech for early Jan after that it is straight to $TZA $FAZ calls,more of a artist myself (new & MM talk is orchestr bs) long tech for earli jan after that it is straight to $TZA $FAZ call,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.19999999999999996,0.19999999999999996,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,-0.7223029548128169,0.04712476645214858,-0.12698083177634767,0.23076923076923078,0.6153846153846154,0.125,0.125,-0.125,0.18181818181818182,0.09090909090909091,5.387618859825004,1.6377571351415543,7.042565109142151,1.3958255055527242,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,6,16
275,280,$DVAX,,0.0,"[3pm,24pm)",0.0,0.0,,-0.516,stocktwits,['Stochastic Overbought'],End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0.0,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,end Of day scan: stochast overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030101723064147712,0.07342052453117431,-0.0220745969137085,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,4.297301998693763,1.7371341977049963,5.400186982911624,2.067583278371178,5.481971836453977,2.1956766629173847,5.554535114005652,2.387816739736694,43,34
276,281,$XLF,,0.0,"[3pm,24pm)",0.0,0.0,,-0.299,stocktwits,['Bounced off target buy area'],"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma&#39;s slope",0.0,$XLF _url Bounced off target buy area bought $skf as a hedge watch 50ma's slope,$XLF _url bounc off target buy area bought $skf a a hedg watch 50ma' slope,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,-0.666874264756765,0.04767836135907544,-0.2014393467580099,0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5.246096146954662,1.412261758567209,7.104298121315706,1.1509181200229788,7.152184216220618,1.1273804959132878,7.184148890937483,1.0986122886681098,6,16
